Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,MVP
1,Mahmoud Abdul-Rauf,PG,27,SAC,75,51,28.4,5.5,12.3,0.445,1.3,3.3,0.382,4.2,9,0.468,0.496,1.5,1.8,0.846,0.2,1.4,1.6,2.5,0.7,0.1,1.6,2.3,13.7,1996-97,FALSE
2,Shareef Abdur-Rahim,PF,20,VAN,80,71,35,6.9,15.2,0.453,0.1,0.3,0.259,6.8,14.8,0.457,0.456,4.8,6.5,0.746,2.7,4.2,6.9,2.2,1,1,2.8,2.5,18.7,1996-97,FALSE
3,Rafael Addison,SF,32,CHH,41,3,8.7,1.2,3,0.402,0.2,0.5,0.4,1,2.5,0.402,0.434,0.5,0.7,0.786,0.5,0.6,1.1,0.8,0.2,0.1,0.4,1.3,3.1,1996-97,FALSE
4,Cory Alexander,PG,23,SAS,80,6,18.2,2.4,6.1,0.396,1.2,3.2,0.373,1.3,3,0.42,0.492,1.2,1.6,0.736,0.4,1.2,1.5,3.2,1,0.2,1.8,1.9,7.2,1996-97,FALSE
5,Jerome Allen,SG,24,TOT,76,1,12.4,1,2.9,0.353,0.4,1.2,0.323,0.6,1.7,0.375,0.421,0.6,0.9,0.583,0.3,1,1.3,2,0.4,0.1,0.9,1.1,3,1996-97,FALSE
5,Jerome Allen,SG,24,IND,51,1,13.6,1.1,2.9,0.388,0.5,1.2,0.39,0.7,1.7,0.386,0.466,0.5,0.9,0.574,0.3,1,1.3,2.1,0.5,0,1.1,1.3,3.2,1996-97,FALSE
5,Jerome Allen,SG,24,DEN,25,0,10,0.8,3,0.284,0.3,1.4,0.206,0.6,1.6,0.35,0.331,0.6,1,0.6,0.5,0.8,1.3,1.7,0.2,0.2,0.5,0.7,2.6,1996-97,FALSE
6,Ray Allen*,SG,21,MIL,82,81,30.9,4.8,11.1,0.43,1.4,3.6,0.393,3.3,7.4,0.448,0.494,2.5,3,0.823,1.2,2.8,4,2.6,0.9,0.1,1.8,2.7,13.4,1996-97,FALSE
7,Derrick Alston,C,24,ATL,2,0,5.5,0,2.5,0,0,0,,0,2.5,0,0,0,1,0,1.5,0.5,2,0,0,0,0,0,0,1996-97,FALSE
8,Ashraf Amaya,PF,25,WSB,31,0,4.6,0.4,1.3,0.3,0,0,1,0.4,1.3,0.282,0.313,0.5,0.9,0.536,0.6,1.1,1.7,0.1,0.2,0.1,0.3,0.9,1.3,1996-97,FALSE
9,Greg Anderson,C,32,SAS,82,48,20.2,1.6,3.2,0.496,0,0,0,1.6,3.2,0.498,0.496,0.8,1.1,0.667,1.9,3.5,5.5,0.4,0.8,0.8,0.9,2.7,3.9,1996-97,FALSE
10,Kenny Anderson,PG,26,POR,82,81,37.6,5.9,13.9,0.427,1.6,4.5,0.361,4.3,9.4,0.458,0.485,4.1,5.3,0.768,1.1,3.3,4.4,7.1,2,0.2,2.4,2.7,17.5,1996-97,FALSE
11,Nick Anderson,SG,29,ORL,63,61,34.3,4.6,11.5,0.397,2.3,6.4,0.353,2.3,5.1,0.453,0.496,0.6,1.5,0.404,1,3.8,4.8,2.9,1.9,0.5,1.4,2.5,12,1996-97,FALSE
12,Shandon Anderson,SG,23,UTA,65,0,16.4,2.3,4.9,0.462,0.4,0.7,0.511,1.9,4.2,0.454,0.5,1,1.5,0.687,0.8,2,2.8,0.8,0.4,0.1,1.1,1.7,5.9,1996-97,FALSE
13,Willie Anderson,SG,30,MIA,28,1,10.8,1,2.3,0.453,0.3,0.7,0.421,0.8,1.6,0.467,0.516,0.6,0.7,0.85,0.5,1,1.5,1.2,0.5,0.1,0.7,1.3,3,1996-97,FALSE
14,Greg Anthony,PG,29,VAN,65,44,28.7,3.1,7.8,0.393,1.4,3.7,0.37,1.7,4.1,0.413,0.479,2,2.7,0.73,0.4,2.4,2.8,6.3,2,0.1,2,1.9,9.5,1996-97,FALSE
15,B.J. Armstrong,PG,29,GSW,49,17,20.8,3,6.7,0.453,0.5,1.8,0.278,2.5,4.8,0.519,0.491,1.4,1.6,0.861,0.1,1.4,1.5,2.6,0.5,0,1.1,1.1,7.9,1996-97,FALSE
16,Darrell Armstrong,PG,28,ORL,67,0,15.1,2,5.1,0.383,0.8,2.7,0.304,1.1,2.4,0.47,0.462,1.4,1.6,0.868,0.5,0.6,1.1,2.6,0.9,0.1,1.5,1.7,6.1,1996-97,FALSE
17,Vincent Askew,SG,30,TOT,43,0,19.5,1.9,4.3,0.435,0.2,0.6,0.292,1.7,3.8,0.457,0.454,1.6,2,0.795,0.6,1.7,2.3,2.1,0.4,0.1,1.1,2.9,5.6,1996-97,FALSE
17,Vincent Askew,SG,30,NJN,1,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,1996-97,FALSE
17,Vincent Askew,SG,30,IND,41,0,20,1.9,4.5,0.432,0.2,0.6,0.292,1.8,3.9,0.453,0.451,1.7,2.1,0.791,0.6,1.8,2.4,2.2,0.4,0.1,1,3,5.7,1996-97,FALSE
17,Vincent Askew,SG,30,DEN,1,0,9,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,0,0,0,0,0,0,4,0,6,1996-97,FALSE
18,Keith Askins,SF,29,MIA,78,30,22.7,1.8,4.1,0.433,0.9,2.2,0.401,0.9,1.9,0.469,0.541,0.5,0.7,0.672,1.1,2.4,3.5,1,0.7,0.2,0.8,2.5,4.9,1996-97,FALSE
19,Stacey Augmon,SG,28,TOT,60,10,15.7,1.8,3.7,0.477,0,0,,1.8,3.7,0.477,0.477,1.2,1.6,0.711,0.8,1.5,2.3,0.9,0.7,0.3,1.1,1.5,4.7,1996-97,FALSE
19,Stacey Augmon,SG,28,DET,20,3,14.6,1.6,3.9,0.403,0,0,,1.6,3.9,0.403,0.403,1.4,2.1,0.683,0.7,1.8,2.5,0.8,0.5,0.5,1.4,1.5,4.5,1996-97,FALSE
19,Stacey Augmon,SG,28,POR,40,7,16.3,1.9,3.6,0.517,0,0,,1.9,3.6,0.517,0.517,1,1.4,0.732,0.8,1.4,2.2,1,0.8,0.2,0.9,1.5,4.7,1996-97,FALSE
20,Isaac Austin,C,27,MIA,82,17,22.9,3.9,7.8,0.502,0,0,0,3.9,7.8,0.505,0.502,1.8,2.8,0.664,1.7,4.2,5.8,1.2,0.5,0.5,2,3,9.7,1996-97,FALSE
21,Vin Baker,PF,25,MIL,78,78,40.5,8.1,16,0.505,0.2,0.7,0.278,7.9,15.3,0.515,0.511,4.6,6.7,0.687,3.4,6.9,10.3,2.7,1,1.4,3.1,3.5,21,1996-97,FALSE
22,Charles Barkley*,PF,33,HOU,53,53,37.9,6.3,13.1,0.484,1.1,3.9,0.283,5.2,9.2,0.569,0.526,5.4,7.8,0.694,4,9.5,13.5,4.7,1.3,0.5,2.8,2.9,19.2,1996-97,FALSE
23,Dana Barros,PG,29,BOS,24,8,29.5,4.6,10.5,0.435,1.8,4.4,0.41,2.8,6.2,0.453,0.52,1.5,1.8,0.86,0.2,1.8,2,3.4,1.1,0.3,1.6,1.4,12.5,1996-97,FALSE
24,Brent Barry,SG,25,LAC,59,0,18.5,2.6,6.4,0.409,0.9,2.9,0.324,1.7,3.5,0.481,0.483,1.3,1.6,0.817,0.5,1.4,1.9,2.6,0.9,0.3,1.3,1.5,7.5,1996-97,FALSE
25,Jon Barry,SG,27,ATL,58,8,16.6,1.7,4.2,0.407,0.8,2.1,0.387,0.9,2.1,0.426,0.504,0.6,0.8,0.804,0.4,1.3,1.7,2,0.9,0.1,1,1,4.9,1996-97,FALSE
26,Benoit Benjamin,C,32,TOR,4,3,11,1.3,3,0.417,0,0,,1.3,3,0.417,0.417,0.8,1,0.75,0.8,1.5,2.3,0.3,0.3,0,0.5,1.3,3.3,1996-97,FALSE
27,Elmer Bennett,PG,26,TOT,9,0,8.3,0.7,2.1,0.316,0.3,1,0.333,0.3,1.1,0.3,0.395,0.8,1.1,0.7,0,0.4,0.4,1.2,0.4,0,1.1,0.8,2.4,1996-97,FALSE
27,Elmer Bennett,PG,26,HOU,4,0,4,0.5,1.5,0.333,0.3,0.8,0.333,0.3,0.8,0.333,0.417,1.3,1.5,0.833,0,0.3,0.3,1,0.5,0,0,0.3,2.5,1996-97,FALSE
27,Elmer Bennett,PG,26,DEN,5,0,11.8,0.8,2.6,0.308,0.4,1.2,0.333,0.4,1.4,0.286,0.385,0.4,0.8,0.5,0,0.6,0.6,1.4,0.4,0,2,1.2,2.4,1996-97,FALSE
28,Travis Best,PG,24,IND,76,46,27.2,3.6,8.2,0.442,0.8,2,0.368,2.9,6.1,0.467,0.488,2,2.6,0.756,0.5,1.7,2.2,4.2,1.3,0.1,2,2.9,9.9,1996-97,FALSE
29,Mookie Blaylock,PG,29,ATL,78,78,39.2,6.4,14.9,0.432,2.8,7.7,0.366,3.6,7.1,0.505,0.528,1.7,2.2,0.753,1.5,3.8,5.3,5.9,2.7,0.3,2.4,1.8,17.4,1996-97,FALSE
30,Corie Blount,PF,28,LAL,58,18,17.4,1.6,3.1,0.514,0,0.1,0.333,1.6,3,0.517,0.517,1,1.4,0.675,1.9,2.8,4.8,0.6,0.4,0.4,0.9,2.1,4.2,1996-97,FALSE
31,Muggsy Bogues,PG,32,CHH,65,65,28.9,3.1,6.8,0.46,0.9,2.2,0.417,2.2,4.6,0.482,0.528,0.8,1,0.844,0.4,1.8,2.2,7.2,1.3,0,1.7,1.8,8,1996-97,FALSE
32,Dexter Boney,SG,26,PHO,8,0,6,0.8,2.4,0.316,0.1,0.8,0.167,0.6,1.6,0.385,0.342,0.8,1,0.75,0.4,0.4,0.8,0,0.3,0.1,0.1,0.4,2.4,1996-97,FALSE
33,Melvin Booker,PG,24,TOT,21,4,20.5,2.2,5,0.438,0.6,1.8,0.324,1.6,3.2,0.5,0.495,0.9,1,0.9,0.3,1,1.4,2.5,0.1,0.1,1.3,1.3,5.8,1996-97,FALSE
33,Melvin Booker,PG,24,DEN,5,0,4.2,0.4,0.8,0.5,0.2,0.4,0.5,0.2,0.4,0.5,0.625,0,0,,0,0.2,0.2,0.6,0,0,1.4,0,1,1996-97,FALSE
33,Melvin Booker,PG,24,GSW,16,4,25.6,2.8,6.3,0.436,0.7,2.2,0.314,2.1,4.1,0.5,0.49,1.1,1.3,0.9,0.4,1.3,1.8,3.1,0.2,0.1,1.3,1.8,7.3,1996-97,FALSE
34,Bruce Bowen,SF,25,MIA,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,1996-97,FALSE
35,Donnie Boyce,SG,23,ATL,22,2,7,1,2.9,0.333,0.1,0.7,0.125,0.9,2.1,0.404,0.349,0.5,1,0.5,0.3,0.4,0.7,0.6,0.5,0.2,0.7,0.8,2.5,1996-97,FALSE
36,Shawn Bradley,C,24,TOT,73,70,31.3,5.6,12.4,0.449,0,0.1,0,5.6,12.3,0.453,0.449,2,3.1,0.654,3,5.3,8.4,0.7,0.5,3.4,1.8,3.2,13.2,1996-97,FALSE
36,Shawn Bradley,C,24,NJN,40,38,30.7,5,11.4,0.436,0,0.1,0,5,11.3,0.441,0.436,2,3.1,0.664,3,5.2,8.1,0.5,0.6,4,1.6,3.1,12,1996-97,FALSE
36,Shawn Bradley,C,24,DAL,33,32,32.1,6.3,13.6,0.461,0,0.1,0,6.3,13.5,0.464,0.461,2.1,3.2,0.642,3.1,5.5,8.7,1,0.5,2.7,2.1,3.5,14.6,1996-97,FALSE
37,Mark Bradtke,C,28,PHI,36,0,7,0.7,1.6,0.431,0,0,,0.7,1.6,0.431,0.431,0.3,0.4,0.692,0.7,1.2,1.9,0.2,0.1,0.1,0.3,0.9,1.6,1996-97,FALSE
38,Terrell Brandon,PG,26,CLE,78,78,36.8,7.4,16.8,0.438,1.3,3.5,0.373,6.1,13.4,0.455,0.476,3.4,3.8,0.902,0.6,3.2,3.9,6.3,1.8,0.4,2.3,2.3,19.5,1996-97,FALSE
39,Frank Brickowski,PF,37,BOS,17,2,15,1.9,4.3,0.438,0.4,1.2,0.35,1.5,3.1,0.472,0.486,0.6,0.8,0.714,0.4,1.6,2,0.9,0.3,0.2,1.1,2.5,4.8,1996-97,FALSE
40,Scott Brooks,PG,31,NYK,38,0,6.6,0.5,1,0.487,0.1,0.3,0.417,0.4,0.7,0.519,0.551,0.4,0.4,0.933,0.2,0.3,0.5,0.8,0.6,0,0.4,0.9,1.5,1996-97,FALSE
41,Chucky Brown,SF,28,TOT,70,1,10.8,1.1,2.2,0.506,0,0.1,0.167,1.1,2.1,0.52,0.51,0.7,1,0.671,0.6,1.5,2.1,0.4,0.1,0.3,0.3,1.4,2.9,1996-97,FALSE
41,Chucky Brown,SF,28,PHO,10,0,8.3,1.3,2.6,0.5,0,0,,1.3,2.6,0.5,0.5,0.8,1.1,0.727,0.3,1.3,1.6,0.4,0,0.2,0.4,1.4,3.4,1996-97,FALSE
41,Chucky Brown,SF,28,MIL,60,1,11.2,1.1,2.1,0.508,0,0.1,0.167,1.1,2,0.525,0.512,0.7,1,0.661,0.6,1.6,2.2,0.4,0.2,0.3,0.3,1.4,2.8,1996-97,FALSE
42,Dee Brown,PG,28,BOS,21,2,24.9,2.9,7.9,0.367,1,3.1,0.308,2,4.8,0.406,0.428,0.9,1,0.818,0.4,1.9,2.3,3.2,1.5,0.3,1.1,2.1,7.6,1996-97,FALSE
43,Marcus Brown,PG,22,POR,21,0,8.8,1.3,3.3,0.4,0.6,1.5,0.406,0.7,1.8,0.395,0.493,0.6,0.9,0.684,0.2,0.5,0.7,1,0.4,0.1,0.6,1.2,3.9,1996-97,FALSE
44,Mike Brown,C,33,PHO,6,1,13.8,0.8,2,0.417,0,0,,0.8,2,0.417,0.417,1,1.7,0.6,1.5,2.7,4.2,0.8,0.2,0.2,0.3,1.5,2.7,1996-97,FALSE
45,P.J. Brown,PF,27,MIA,80,71,32.4,3.8,8.2,0.457,0,0,0,3.8,8.2,0.459,0.457,2,2.8,0.732,3,5.4,8.4,1.2,1.1,1.2,1.4,3.5,9.5,1996-97,FALSE
46,Randy Brown,PG,28,CHI,72,3,14.7,1.9,4.6,0.42,0.1,0.3,0.182,1.9,4.3,0.437,0.426,0.8,1.2,0.679,0.5,1.1,1.5,1.8,1.1,0.2,0.8,1.6,4.7,1996-97,FALSE
47,Kobe Bryant*,SF,18,LAL,71,6,15.5,2.5,5.9,0.417,0.7,1.9,0.375,1.8,4,0.437,0.477,1.9,2.3,0.819,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.4,7.6,1996-97,FALSE
48,Mark Bryant,PF,31,PHO,41,18,24.8,3.7,6.7,0.553,0,0,,3.7,6.7,0.553,0.553,1.9,2.6,0.704,1.6,3.5,5.2,1.1,0.5,0.1,1.1,3.3,9.3,1996-97,FALSE
49,Jud Buechler,SF,28,CHI,76,0,9.3,0.8,2.1,0.367,0.2,0.7,0.333,0.5,1.4,0.385,0.424,0.1,0.2,0.357,0.6,1.1,1.7,0.8,0.3,0.3,0.4,0.7,1.8,1996-97,FALSE
50,Matt Bullard,PF,29,HOU,71,12,14.4,1.6,4,0.401,0.9,2.6,0.366,0.7,1.4,0.465,0.519,0.4,0.5,0.735,0.2,1.5,1.6,0.9,0.3,0.3,0.5,1,4.5,1996-97,FALSE
51,Scott Burrell,SF,26,TOT,57,2,16.5,1.7,4.8,0.362,0.7,2,0.353,1,2.7,0.368,0.437,1,1.3,0.75,0.9,1.9,2.8,1.3,0.5,0.3,0.9,2.1,5.2,1996-97,FALSE
51,Scott Burrell,SF,26,CHH,28,2,17.2,1.6,4.7,0.344,0.7,2,0.345,0.9,2.7,0.342,0.416,1.5,1.9,0.792,0.9,2,2.8,1.4,0.5,0.4,0.9,2.1,5.4,1996-97,FALSE
51,Scott Burrell,SF,26,GSW,29,0,15.8,1.8,4.8,0.379,0.8,2.1,0.361,1.1,2.7,0.392,0.457,0.5,0.8,0.652,0.9,1.9,2.7,1.2,0.5,0.3,1,2.1,4.9,1996-97,FALSE
52,Willie Burton,SF,28,ATL,24,2,15.8,1.6,4.8,0.336,0.5,1.9,0.283,1.1,2.9,0.371,0.392,2.4,2.8,0.838,0.5,1.3,1.7,0.5,0.3,0.1,1.1,2.3,6.2,1996-97,FALSE
53,Mitchell Butler,SG,26,POR,49,1,9.5,1.1,2.6,0.416,0.2,0.8,0.308,0.8,1.8,0.465,0.464,0.7,1,0.64,0.4,0.7,1.1,0.6,0.3,0,0.6,1.1,3,1996-97,FALSE
54,Jason Caffey,PF,23,CHI,75,19,18.7,2.7,5.1,0.532,0,0,0,2.7,5.1,0.534,0.532,1.9,2.8,0.659,1.8,2.2,4,1.2,0.3,0.1,1.3,2,7.3,1996-97,FALSE
55,Michael Cage,C,35,PHI,82,24,15.2,0.8,1.7,0.468,0,0,,0.8,1.7,0.468,0.468,0.2,0.5,0.463,1.4,2.5,3.9,0.5,0.6,0.5,0.2,1.4,1.8,1996-97,FALSE
56,Adrian Caldwell,PF,30,TOT,45,0,12.6,0.9,2,0.435,0,0,0,0.9,2,0.444,0.435,0.5,1.1,0.42,1.3,2.4,3.7,0.3,0.4,0.2,0.6,1.9,2.2,1996-97,FALSE
56,Adrian Caldwell,PF,30,NJN,18,0,11.3,0.6,1.9,0.286,0,0.1,0,0.6,1.8,0.303,0.286,0.5,0.9,0.529,1.1,2,3.1,0.3,0.4,0.1,0.7,1.5,1.6,1996-97,FALSE
56,Adrian Caldwell,PF,30,PHI,27,0,13.5,1.1,2.1,0.526,0,0,,1.1,2.1,0.526,0.526,0.4,1.2,0.364,1.4,2.7,4.1,0.3,0.3,0.3,0.6,2.2,2.7,1996-97,FALSE
57,Marcus Camby,C,22,TOR,63,38,30.1,6,12.3,0.482,0,0.2,0.143,5.9,12.1,0.488,0.483,2.9,4.2,0.693,2.1,4.2,6.3,1.5,1,2.1,2.1,3.4,14.8,1996-97,FALSE
58,Elden Campbell,PF,28,LAL,77,77,32.7,5.7,12.2,0.469,0,0.1,0.25,5.7,12.2,0.47,0.47,3.4,4.8,0.711,2.7,5.3,8,1.6,0.6,1.5,1.7,3.6,14.9,1996-97,FALSE
59,Antoine Carr,PF,35,UTA,82,0,17.8,3.1,6.4,0.483,0,0,0,3.1,6.3,0.486,0.483,1.2,1.5,0.78,0.7,1.6,2.4,0.9,0.3,0.8,0.9,2.6,7.4,1996-97,FALSE
60,Chris Carr,SG,22,MIN,55,10,15.1,2.3,4.9,0.461,0.6,1.6,0.352,1.7,3.3,0.514,0.518,1,1.3,0.767,0.6,1.5,2.1,0.9,0.4,0.2,0.7,1.7,6.1,1996-97,FALSE
61,Jimmy Carruth,PF,27,MIL,4,0,5.3,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.667,0.3,0.3,1,0,1,1,0,0,0.5,0.3,1,1.3,1996-97,FALSE
62,Sam Cassell,PG,27,TOT,61,44,28.1,5.5,12.8,0.43,1.3,3.8,0.351,4.2,9,0.464,0.482,3.5,4.1,0.845,0.8,2.2,3,5,1.3,0.3,2.8,3.3,15.9,1996-97,FALSE
62,Sam Cassell,PG,27,PHO,22,9,24.5,4.5,11,0.415,0.9,2.8,0.306,3.7,8.1,0.453,0.454,4.8,5.6,0.855,0.5,1.7,2.3,4.5,1,0.3,2.7,3,14.8,1996-97,FALSE
62,Sam Cassell,PG,27,DAL,16,13,24.9,4.4,10.3,0.424,0.9,3.1,0.306,3.4,7.3,0.474,0.47,2.6,3.1,0.84,0.9,2.3,3.1,3.6,1.1,0.4,2.6,3,12.3,1996-97,FALSE
62,Sam Cassell,PG,27,NJN,23,22,33.8,7.3,16.4,0.443,2,5.2,0.392,5.2,11.2,0.467,0.505,2.8,3.3,0.831,0.9,2.7,3.6,6.5,1.6,0.3,2.9,3.7,19.3,1996-97,FALSE
63,Duane Causwell,C,28,SAC,46,8,12.6,1,2,0.511,0,0.1,0.667,1,2,0.505,0.521,0.4,0.8,0.541,1.2,1.5,2.8,0.4,0.3,0.8,0.7,2.8,2.6,1996-97,FALSE
64,Cedric Ceballos,SF,27,TOT,50,40,28.5,5.6,12.3,0.457,0.5,2,0.255,5.1,10.3,0.497,0.478,2.8,3.7,0.747,2,4.6,6.6,1.3,0.7,0.5,1.7,2.3,14.6,1996-97,FALSE
64,Cedric Ceballos,SF,27,LAL,8,8,34.9,4.3,10.4,0.41,0.6,2.6,0.238,3.6,7.8,0.468,0.44,1.6,1.9,0.867,1.4,5.3,6.6,1.9,0.6,0.8,2.1,2.4,10.8,1996-97,FALSE
64,Cedric Ceballos,SF,27,PHO,42,32,27.3,5.9,12.7,0.464,0.5,1.9,0.259,5.4,10.8,0.501,0.484,3,4.1,0.737,2.2,4.4,6.6,1.2,0.7,0.4,1.6,2.2,15.3,1996-97,FALSE
65,Tom Chambers,PF,37,CHH,12,5,6.9,0.6,2.6,0.226,0.2,0.3,0.667,0.4,2.3,0.179,0.258,0.3,0.3,0.75,0.3,0.9,1.2,0.3,0.1,0,0.8,1.2,1.6,1996-97,FALSE
66,Rex Chapman,SG,29,PHO,65,33,28.2,5.1,11.5,0.443,1.7,4.8,0.35,3.4,6.7,0.51,0.517,1.9,2.3,0.832,0.4,2.4,2.8,2.8,0.8,0.1,1.5,1.7,13.8,1996-97,FALSE
67,Calbert Cheaney,SG,25,WSB,79,79,30.5,4.7,9.2,0.505,0.1,0.4,0.133,4.6,8.9,0.521,0.508,1.2,1.7,0.693,0.9,2.5,3.4,1.4,1,0.2,1.2,2.9,10.6,1996-97,FALSE
68,Pete Chilcutt,PF,28,VAN,54,1,12.3,1.3,3.1,0.436,0.5,1.3,0.362,0.9,1.8,0.49,0.512,0.2,0.4,0.591,1.2,1.6,2.9,0.9,0.5,0.3,0.5,1,3.4,1996-97,FALSE
69,Randolph Childress,PG,24,TOT,23,0,6.7,0.6,1.7,0.35,0.2,0.8,0.263,0.4,0.9,0.429,0.413,0.3,0.3,0.75,0,0.2,0.3,0.7,0.4,0,0.8,0.7,1.7,1996-97,FALSE
69,Randolph Childress,PG,24,POR,19,0,6.6,0.5,1.6,0.333,0.2,0.8,0.188,0.4,0.7,0.5,0.383,0.3,0.4,0.75,0.1,0.2,0.3,0.8,0.4,0,0.7,0.6,1.5,1996-97,FALSE
69,Randolph Childress,PG,24,DET,4,0,7.5,1,2.5,0.4,0.5,0.8,0.667,0.5,1.8,0.286,0.5,0,0,,0,0.3,0.3,0.5,0.5,0,1.3,1.3,2.5,1996-97,FALSE
70,Chris Childs,PG,29,NYK,65,61,31.9,3.2,7.8,0.414,1.1,2.8,0.387,2.2,5.1,0.429,0.482,1.7,2.3,0.758,0.3,2.6,2.9,6.1,1.2,0.2,2.8,3.3,9.3,1996-97,FALSE
71,Doug Christie,SG,26,TOR,81,81,38.6,4.9,11.7,0.417,1.8,4.7,0.384,3.1,7,0.44,0.495,2.9,3.8,0.775,1,4.3,5.3,3.9,2.5,0.6,2.5,3,14.5,1996-97,FALSE
72,Derrick Coleman,PF,29,PHI,57,54,36.9,6.4,14.7,0.435,0.6,2.1,0.269,5.8,12.6,0.463,0.455,4.8,6.4,0.745,2.8,7.3,10.1,3.4,0.9,1.3,3.2,2.9,18.1,1996-97,FALSE
73,Bimbo Coles,PG,28,GSW,51,13,23.2,2.4,6.2,0.389,0.6,2,0.294,1.8,4.2,0.434,0.436,0.7,1,0.755,0.8,1.5,2.3,2.9,0.7,0.1,1.2,1.9,6.1,1996-97,FALSE
74,Marty Conlon,C,29,BOS,74,15,21.8,2.9,6.1,0.471,0,0.1,0.2,2.9,6,0.477,0.474,1.9,2.3,0.842,1.7,2.6,4.4,1.4,0.6,0.2,1.5,2.1,7.8,1996-97,FALSE
75,Tyrone Corbin,SF,34,ATL,70,65,32.9,3.6,8.6,0.422,1.1,3,0.356,2.6,5.6,0.457,0.483,1.2,1.5,0.796,1.1,3.1,4.2,1.8,1.3,0.1,1.2,2.5,9.5,1996-97,FALSE
76,Joe Courtney,PF,27,TOT,9,0,11.1,1.2,3.3,0.367,0,0,,1.2,3.3,0.367,0.367,0.3,0.6,0.6,1,0.8,1.8,0,0,0,0.3,1.6,2.8,1996-97,FALSE
76,Joe Courtney,PF,27,PHI,4,0,13,1.5,3.5,0.429,0,0,,1.5,3.5,0.429,0.429,0,0,,1.3,1,2.3,0,0,0,0.3,2,3,1996-97,FALSE
76,Joe Courtney,PF,27,SAS,5,0,9.6,1,3.2,0.313,0,0,,1,3.2,0.313,0.313,0.6,1,0.6,0.8,0.6,1.4,0,0,0,0.4,1.2,2.6,1996-97,FALSE
77,John Crotty,PG,27,MIA,48,0,13.7,1.6,3.2,0.513,0.4,1,0.408,1.2,2.2,0.562,0.578,1.1,1.3,0.844,0.3,0.7,1,2.1,0.4,0,0.9,1.6,4.8,1996-97,FALSE
78,Terry Cummings,PF,35,SEA,45,3,18.4,3.4,7.1,0.486,0.1,0.1,0.6,3.4,7,0.484,0.491,1.3,1.8,0.695,1.6,2.5,4.1,0.9,0.7,0.2,1,2.5,8.2,1996-97,FALSE
79,Earl Cureton,PF,39,TOR,9,0,5.1,0.3,0.9,0.375,0,0,,0.3,0.9,0.375,0.375,0.1,0.3,0.333,0.4,0.6,1,0.4,0,0,0.1,1.1,0.8,1996-97,FALSE
80,Dell Curry,SG,32,CHH,68,20,30.6,5.6,12.3,0.459,1.9,4.4,0.426,3.8,7.9,0.478,0.535,1.7,2.1,0.803,0.6,2.5,3.1,1.7,0.9,0.2,1.4,2.2,14.8,1996-97,FALSE
81,Michael Curry,SG,28,DET,81,2,15,1.2,2.7,0.448,0.3,1,0.299,0.9,1.8,0.528,0.5,1.2,1.3,0.898,0.3,1.2,1.5,0.5,0.4,0.1,0.3,1.6,3.9,1996-97,FALSE
82,Erick Dampier,C,21,IND,72,21,14.6,1.8,4.7,0.39,0,0,1,1.8,4.7,0.388,0.391,1.5,2.3,0.637,1.3,2.8,4.1,0.6,0.3,1,1.2,2.1,5.1,1996-97,FALSE
83,Lloyd Daniels,SG,29,TOT,22,0,14.1,1.6,5.4,0.303,1,3.2,0.3,0.7,2.2,0.306,0.391,0.2,0.3,0.833,0.9,1.1,2,1.2,0.5,0.1,0.6,1.5,4.5,1996-97,FALSE
83,Lloyd Daniels,SG,29,SAC,5,0,5.6,0.4,3.2,0.125,0.4,2.2,0.182,0,1,0,0.188,0,0,,0.2,0.6,0.8,0.2,0.2,0,0.6,0.8,1.2,1996-97,FALSE
83,Lloyd Daniels,SG,29,NJN,17,0,16.6,2,6.1,0.33,1.1,3.5,0.322,0.9,2.6,0.341,0.422,0.3,0.4,0.833,1.1,1.2,2.3,1.5,0.5,0.2,0.6,1.7,5.4,1996-97,FALSE
84,Sasha Danilovi?,SG,26,TOT,56,42,31.9,4.4,10.2,0.435,1.5,4.2,0.36,2.9,6,0.488,0.51,2.2,2.7,0.801,0.5,1.9,2.4,1.8,1,0.2,2.1,2.9,12.5,1996-97,FALSE
84,Sasha Danilovi?,SG,26,MIA,43,33,31.4,4.1,9.2,0.442,1.5,4.1,0.358,2.6,5.1,0.509,0.521,1.7,2.2,0.777,0.5,1.9,2.4,1.8,0.9,0.2,2.2,2.9,11.3,1996-97,FALSE
84,Sasha Danilovi?,SG,26,DAL,13,9,33.7,5.6,13.4,0.42,1.7,4.6,0.367,3.9,8.8,0.447,0.483,3.7,4.4,0.842,0.6,2,2.6,1.9,1.2,0.1,1.7,2.8,16.6,1996-97,FALSE
85,Yinka Dare,C,24,NJN,41,2,7.6,0.5,1.3,0.352,0,0,,0.5,1.3,0.352,0.352,0.5,0.9,0.514,0.9,1.1,2,0.1,0.1,0.7,0.5,1.2,1.4,1996-97,FALSE
